run,nist.f1,nist.precision,nist.recall,wiki.f1,wiki.precision,wiki.recall
Thesis_Retriver,0.7893612265586853,0.784276008605957,0.7950725793838501,0.7101886868476868,0.6744513809680939,0.7504524737596512
