,run,nist.f1,nist.precision,nist.recall,wiki.f1,wiki.precision,wiki.recall
0,Thesis_Retriver,0.2937157638370991,0.33158891648054123,0.28045641630887985,0.017014394824703533,0.008758254504452148,0.385735422372818
